id;username;full_name;is_private;profile_pic_url;is_verified;media_count;follower_count;following_count;biography;external_url;is_business;TYPE
2970386451;salosamxaradzee;SAMKHARADZEE;FALSE;https://instagram.ftbs6-2.fna.fbcdn.net/v/t51.2885-19/336324385_1662046197599230_7262455720068047310_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.ftbs6-2.fna.fbcdn.net&_nc_cat=110&_nc_ohc=cbR_JEK3UWsAX-54nUp&edm=AKEQFekBAAAA&ccb=7-5&oh=00_AfCGXvJHL3JJ8KQEx9mJl3RQd3FsnUWyOKmcQbBFxDgIdw&oe=65880F2A&_nc_sid=29ddf3;FALSE;10;951;380;;None;FALSE;location
1403124007;s.tsuriashvili;Salome Tsuriashvili;FALSE;https://instagram.ftbs6-2.fna.fbcdn.net/v/t51.2885-19/316423538_122537790647613_2430296954104623744_n.jpg?stp=dst-jpg_s150x150&efg=e30&_nc_ht=instagram.ftbs6-2.fna.fbcdn.net&_nc_cat=109&_nc_ohc=pxoDV7N6aH0AX-U-0Rs&edm=AKEQFekBAAAA&ccb=7-5&oh=00_AfAo4qzln0uc6Nuwi4MrmaLlIaAHI8GDD8ZdiHC84mEJbA&oe=65883C9E&_nc_sid=29ddf3;FALSE;11;1056;308;If you have the power to make someone happy, do it. The world needs more of that.🌸;None;TRUE;location
25573486635;_ann_dokvadze;Anna Dokvadze;FALSE;https://instagram.ftbs6-2.fna.fbcdn.net/v/t51.2885-19/397884228_1757965368053320_4279421714505965961_n.jpg?stp=dst-jpg_s150x150&efg=e30&_nc_ht=instagram.ftbs6-2.fna.fbcdn.net&_nc_cat=104&_nc_ohc=BnydmJvEIAIAX-fACJJ&edm=AKEQFekBAAAA&ccb=7-5&oh=00_AfBJrl45Iz8SKLdEnW7ncmOLCuNIHGhAvWEnQ7oCQ8wr-g&oe=658903BA&_nc_sid=29ddf3;FALSE;14;823;233;🎨;None;FALSE;location
4514157641;tsirdava_elene;Elene🍓;FALSE;https://instagram.ftbs6-2.fna.fbcdn.net/v/t51.2885-19/384602110_987446792296045_6512014329848276806_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.ftbs6-2.fna.fbcdn.net&_nc_cat=101&_nc_ohc=f3_4033SIVYAX_t2460&edm=AKEQFekBAAAA&ccb=7-5&oh=00_AfCX7ymabkfpmu3mHf3QtbhMw2RvzSNQvDQrQF2wvgcaug&oe=6589C25D&_nc_sid=29ddf3;FALSE;7;688;185;;None;FALSE;location
2361327949;_aniivaniashvili_;ანი ივანიაშვილი;FALSE;https://instagram.ftbs6-2.fna.fbcdn.net/v/t51.2885-19/355496953_791788185657028_2752273317505319078_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.ftbs6-2.fna.fbcdn.net&_nc_cat=104&_nc_ohc=9ZPZSeloMG4AX_z8GDk&edm=AKEQFekBAAAA&ccb=7-5&oh=00_AfAau99l0ceajaP473j--ii_x1LjMk2IeChIY-qwEOBrgA&oe=65881870&_nc_sid=29ddf3;FALSE;59;1129;124;Work at #TBC-თიბისი;None;TRUE;location
